width,height,ratio,area,class
tensor(60.),tensor(10.),tensor(6.),tensor(600.),1
tensor(160.),tensor(82.5000),tensor(1.9394),tensor(13200.),4
tensor(72.5000),tensor(46.2500),tensor(1.5676),tensor(3353.1250),4
tensor(32.5000),tensor(97.5000),tensor(0.3333),tensor(3168.7500),0
tensor(320.),tensor(297.5000),tensor(1.0756),tensor(95200.),2
tensor(320.),tensor(111.2500),tensor(2.8764),tensor(35600.),0
tensor(372.5000),tensor(151.2500),tensor(2.4628),tensor(56340.6250),2
tensor(63.7500),tensor(638.7500),tensor(0.0998),tensor(40720.3125),0
tensor(115.),tensor(336.2500),tensor(0.3420),tensor(38668.7500),3
tensor(57.5000),tensor(638.7500),tensor(0.0900),tensor(36728.1250),0
tensor(445.),tensor(63.7500),tensor(6.9804),tensor(28368.7500),1
tensor(223.7500),tensor(146.2500),tensor(1.5299),tensor(32723.4375),0
tensor(240.),tensor(201.2500),tensor(1.1925),tensor(48300.),0
tensor(286.2500),tensor(55.),tensor(5.2045),tensor(15743.7500),1
tensor(35.),tensor(162.5000),tensor(0.2154),tensor(5687.5000),0
tensor(67.5000),tensor(26.2500),tensor(2.5714),tensor(1771.8750),0
tensor(52.5000),tensor(55.),tensor(0.9545),tensor(2887.5000),0
tensor(10.),tensor(88.7500),tensor(0.1127),tensor(887.5000),0
tensor(156.2500),tensor(265.),tensor(0.5896),tensor(41406.2500),0
tensor(56.2500),tensor(208.7500),tensor(0.2695),tensor(11742.1875),0
tensor(55.),tensor(68.7500),tensor(0.8000),tensor(3781.2500),0
tensor(113.7500),tensor(122.5000),tensor(0.9286),tensor(13934.3750),3
tensor(53.7500),tensor(372.5000),tensor(0.1443),tensor(20021.8750),0
tensor(26.2500),tensor(36.2500),tensor(0.7241),tensor(951.5625),2
tensor(112.5000),tensor(30.),tensor(3.7500),tensor(3375.),4
tensor(56.2500),tensor(7.5000),tensor(7.5000),tensor(421.8750),4
tensor(286.2500),tensor(220.),tensor(1.3011),tensor(62975.),4
tensor(130.),tensor(18.7500),tensor(6.9333),tensor(2437.5000),1
tensor(23.7500),tensor(53.7500),tensor(0.4419),tensor(1276.5625),3
tensor(30.),tensor(131.2500),tensor(0.2286),tensor(3937.5000),0
tensor(157.5000),tensor(27.5000),tensor(5.7273),tensor(4331.2500),1
tensor(18.7500),tensor(60.),tensor(0.3125),tensor(1125.),0
tensor(632.5000),tensor(76.2500),tensor(8.2951),tensor(48228.1250),1
tensor(130.),tensor(82.5000),tensor(1.5758),tensor(10725.),0
tensor(42.5000),tensor(428.7500),tensor(0.0991),tensor(18221.8750),0
tensor(231.2500),tensor(22.5000),tensor(10.2778),tensor(5203.1250),1
tensor(72.5000),tensor(407.5000),tensor(0.1779),tensor(29543.7500),0
tensor(211.2500),tensor(136.2500),tensor(1.5505),tensor(28782.8125),0
tensor(57.5000),tensor(101.2500),tensor(0.5679),tensor(5821.8750),0
tensor(197.5000),tensor(120.),tensor(1.6458),tensor(23700.),0
tensor(168.7500),tensor(480.),tensor(0.3516),tensor(81000.),0
tensor(78.7500),tensor(150.),tensor(0.5250),tensor(11812.5000),0
tensor(148.7500),tensor(638.7500),tensor(0.2329),tensor(95014.0625),0
tensor(635.),tensor(58.7500),tensor(10.8085),tensor(37306.2500),1
tensor(170.),tensor(32.5000),tensor(5.2308),tensor(5525.),1
tensor(186.2500),tensor(18.7500),tensor(9.9333),tensor(3492.1875),1
tensor(36.2500),tensor(76.2500),tensor(0.4754),tensor(2764.0625),0
tensor(638.7500),tensor(220.),tensor(2.9034),tensor(140525.),2
tensor(80.),tensor(16.2500),tensor(4.9231),tensor(1300.),1
tensor(61.2500),tensor(72.5000),tensor(0.8448),tensor(4440.6250),0
tensor(23.7500),tensor(50.),tensor(0.4750),tensor(1187.5000),0
tensor(67.5000),tensor(63.7500),tensor(1.0588),tensor(4303.1250),0
tensor(181.2500),tensor(25.),tensor(7.2500),tensor(4531.2500),1
tensor(227.5000),tensor(126.2500),tensor(1.8020),tensor(28721.8750),4
tensor(23.7500),tensor(28.7500),tensor(0.8261),tensor(682.8125),3
tensor(87.5000),tensor(26.2500),tensor(3.3333),tensor(2296.8750),1
tensor(56.2500),tensor(130.),tensor(0.4327),tensor(7312.5000),0
tensor(403.7500),tensor(30.),tensor(13.4583),tensor(12112.5000),1
tensor(38.7500),tensor(60.),tensor(0.6458),tensor(2325.),3
tensor(30.),tensor(56.2500),tensor(0.5333),tensor(1687.5000),3
tensor(230.),tensor(215.),tensor(1.0698),tensor(49450.),2
tensor(138.7500),tensor(38.7500),tensor(3.5806),tensor(5376.5625),1
tensor(47.5000),tensor(161.2500),tensor(0.2946),tensor(7659.3750),0
tensor(130.),tensor(37.5000),tensor(3.4667),tensor(4875.),1
tensor(10.),tensor(35.),tensor(0.2857),tensor(350.),0
tensor(638.7500),tensor(365.),tensor(1.7500),tensor(233143.7500),4
tensor(196.2500),tensor(278.7500),tensor(0.7040),tensor(54704.6875),0
tensor(32.5000),tensor(35.),tensor(0.9286),tensor(1137.5000),3
tensor(481.2500),tensor(246.2500),tensor(1.9543),tensor(118507.8125),4
tensor(90.),tensor(397.5000),tensor(0.2264),tensor(35775.),0
tensor(78.7500),tensor(136.2500),tensor(0.5780),tensor(10729.6875),0
tensor(98.7500),tensor(163.7500),tensor(0.6031),tensor(16170.3125),0
tensor(382.5000),tensor(112.5000),tensor(3.4000),tensor(43031.2500),2
tensor(18.7500),tensor(18.7500),tensor(1.),tensor(351.5625),3
tensor(117.5000),tensor(58.7500),tensor(2.),tensor(6903.1250),2
tensor(88.7500),tensor(276.2500),tensor(0.3213),tensor(24517.1875),0
tensor(241.2500),tensor(266.2500),tensor(0.9061),tensor(64232.8125),4
tensor(536.2500),tensor(77.5000),tensor(6.9194),tensor(41559.3750),1
tensor(638.7500),tensor(63.7500),tensor(10.0196),tensor(40720.3125),1
tensor(22.5000),tensor(135.),tensor(0.1667),tensor(3037.5000),0
tensor(145.),tensor(101.2500),tensor(1.4321),tensor(14681.2500),0
tensor(182.5000),tensor(27.5000),tensor(6.6364),tensor(5018.7500),1
tensor(638.7500),tensor(328.7500),tensor(1.9430),tensor(209989.0625),2
tensor(52.5000),tensor(637.5000),tensor(0.0824),tensor(33468.7500),0
tensor(140.),tensor(28.7500),tensor(4.8696),tensor(4025.),1
tensor(156.2500),tensor(31.2500),tensor(5.),tensor(4882.8125),1
tensor(53.7500),tensor(23.7500),tensor(2.2632),tensor(1276.5625),1
tensor(187.5000),tensor(145.),tensor(1.2931),tensor(27187.5000),2
tensor(22.5000),tensor(28.7500),tensor(0.7826),tensor(646.8750),3
tensor(147.5000),tensor(80.),tensor(1.8438),tensor(11800.),2
tensor(27.5000),tensor(83.7500),tensor(0.3284),tensor(2303.1250),0
tensor(453.7500),tensor(440.),tensor(1.0312),tensor(199650.),4
tensor(187.5000),tensor(512.5000),tensor(0.3659),tensor(96093.7500),0
tensor(605.),tensor(343.7500),tensor(1.7600),tensor(207968.7500),2
tensor(42.5000),tensor(245.),tensor(0.1735),tensor(10412.5000),0
tensor(497.5000),tensor(377.5000),tensor(1.3179),tensor(187806.2500),4
tensor(20.),tensor(20.),tensor(1.),tensor(400.),3
tensor(140.),tensor(107.5000),tensor(1.3023),tensor(15050.),2
tensor(88.7500),tensor(75.),tensor(1.1833),tensor(6656.2500),2
tensor(100.),tensor(235.),tensor(0.4255),tensor(23500.),0
tensor(82.5000),tensor(278.7500),tensor(0.2960),tensor(22996.8750),0
tensor(157.5000),tensor(262.5000),tensor(0.6000),tensor(41343.7500),0
tensor(540.),tensor(377.5000),tensor(1.4305),tensor(203850.),2
tensor(213.7500),tensor(113.7500),tensor(1.8791),tensor(24314.0625),2
tensor(180.),tensor(155.),tensor(1.1613),tensor(27900.),0
tensor(26.2500),tensor(68.7500),tensor(0.3818),tensor(1804.6875),0
tensor(50.),tensor(28.7500),tensor(1.7391),tensor(1437.5000),0
tensor(62.5000),tensor(40.),tensor(1.5625),tensor(2500.),3
tensor(201.2500),tensor(557.5000),tensor(0.3610),tensor(112196.8750),0
tensor(470.),tensor(122.5000),tensor(3.8367),tensor(57575.),1
tensor(638.7500),tensor(528.7500),tensor(1.2080),tensor(337739.0625),4
tensor(116.2500),tensor(328.7500),tensor(0.3536),tensor(38217.1875),0
tensor(320.),tensor(83.7500),tensor(3.8209),tensor(26800.),1
tensor(103.7500),tensor(620.),tensor(0.1673),tensor(64325.),0
tensor(386.2500),tensor(23.7500),tensor(16.2632),tensor(9173.4375),1
tensor(10.),tensor(32.5000),tensor(0.3077),tensor(325.),0
tensor(172.5000),tensor(95.),tensor(1.8158),tensor(16387.5000),0
tensor(27.5000),tensor(95.),tensor(0.2895),tensor(2612.5000),0
tensor(75.),tensor(162.5000),tensor(0.4615),tensor(12187.5000),0
tensor(32.5000),tensor(336.2500),tensor(0.0967),tensor(10928.1250),0
tensor(638.7500),tensor(201.2500),tensor(3.1739),tensor(128548.4375),2
tensor(168.7500),tensor(101.2500),tensor(1.6667),tensor(17085.9375),2
tensor(207.5000),tensor(177.5000),tensor(1.1690),tensor(36831.2500),2
tensor(30.),tensor(191.2500),tensor(0.1569),tensor(5737.5000),0
tensor(37.5000),tensor(316.2500),tensor(0.1186),tensor(11859.3750),0
tensor(28.7500),tensor(57.5000),tensor(0.5000),tensor(1653.1250),0
tensor(77.5000),tensor(228.7500),tensor(0.3388),tensor(17728.1250),3
tensor(82.5000),tensor(158.7500),tensor(0.5197),tensor(13096.8750),0
tensor(167.5000),tensor(195.),tensor(0.8590),tensor(32662.5000),4
tensor(255.),tensor(475.),tensor(0.5368),tensor(121125.),4
tensor(11.2500),tensor(86.2500),tensor(0.1304),tensor(970.3125),0
tensor(231.2500),tensor(32.5000),tensor(7.1154),tensor(7515.6250),1
tensor(77.5000),tensor(468.7500),tensor(0.1653),tensor(36328.1250),0
tensor(135.),tensor(155.),tensor(0.8710),tensor(20925.),2
tensor(535.),tensor(63.7500),tensor(8.3922),tensor(34106.2500),1
tensor(42.5000),tensor(638.7500),tensor(0.0665),tensor(27146.8750),0
tensor(202.5000),tensor(102.5000),tensor(1.9756),tensor(20756.2500),0
tensor(102.5000),tensor(188.7500),tensor(0.5430),tensor(19346.8750),0
tensor(151.2500),tensor(480.),tensor(0.3151),tensor(72600.),0
tensor(590.),tensor(585.),tensor(1.0085),tensor(345150.),2
tensor(386.2500),tensor(53.7500),tensor(7.1860),tensor(20760.9375),1
tensor(632.5000),tensor(303.7500),tensor(2.0823),tensor(192121.8750),4
tensor(33.7500),tensor(33.7500),tensor(1.),tensor(1139.0625),3
tensor(235.),tensor(172.5000),tensor(1.3623),tensor(40537.5000),4
tensor(205.),tensor(26.2500),tensor(7.8095),tensor(5381.2500),1
tensor(20.),tensor(66.2500),tensor(0.3019),tensor(1325.),0
tensor(23.7500),tensor(38.7500),tensor(0.6129),tensor(920.3125),4
tensor(100.),tensor(22.5000),tensor(4.4444),tensor(2250.),1
tensor(26.2500),tensor(211.2500),tensor(0.1243),tensor(5545.3125),0
tensor(320.),tensor(58.7500),tensor(5.4468),tensor(18800.),1
tensor(35.),tensor(73.7500),tensor(0.4746),tensor(2581.2500),3
tensor(91.2500),tensor(8.7500),tensor(10.4286),tensor(798.4375),4
tensor(11.2500),tensor(50.),tensor(0.2250),tensor(562.5000),0
tensor(67.5000),tensor(450.),tensor(0.1500),tensor(30375.),0
tensor(395.),tensor(37.5000),tensor(10.5333),tensor(14812.5000),1
tensor(6.2500),tensor(22.5000),tensor(0.2778),tensor(140.6250),0
tensor(33.7500),tensor(82.5000),tensor(0.4091),tensor(2784.3750),0
tensor(87.5000),tensor(55.),tensor(1.5909),tensor(4812.5000),0
tensor(56.2500),tensor(242.5000),tensor(0.2320),tensor(13640.6250),0
tensor(136.2500),tensor(276.2500),tensor(0.4932),tensor(37639.0625),0
tensor(115.),tensor(18.7500),tensor(6.1333),tensor(2156.2500),1
tensor(126.2500),tensor(460.),tensor(0.2745),tensor(58075.),0
tensor(136.2500),tensor(22.5000),tensor(6.0556),tensor(3065.6250),1
tensor(237.5000),tensor(66.2500),tensor(3.5849),tensor(15734.3750),1
tensor(201.2500),tensor(30.),tensor(6.7083),tensor(6037.5000),1
tensor(172.5000),tensor(47.5000),tensor(3.6316),tensor(8193.7500),1
tensor(178.7500),tensor(46.2500),tensor(3.8649),tensor(8267.1875),1
tensor(302.5000),tensor(77.5000),tensor(3.9032),tensor(23443.7500),1
tensor(18.7500),tensor(48.7500),tensor(0.3846),tensor(914.0625),0
tensor(25.),tensor(50.),tensor(0.5000),tensor(1250.),0
tensor(70.),tensor(61.2500),tensor(1.1429),tensor(4287.5000),0
tensor(212.5000),tensor(22.5000),tensor(9.4444),tensor(4781.2500),1
tensor(47.5000),tensor(60.),tensor(0.7917),tensor(2850.),3
tensor(13.7500),tensor(28.7500),tensor(0.4783),tensor(395.3125),3
tensor(118.7500),tensor(465.),tensor(0.2554),tensor(55218.7500),3
tensor(638.7500),tensor(123.7500),tensor(5.1616),tensor(79045.3125),1
tensor(311.2500),tensor(270.),tensor(1.1528),tensor(84037.5000),2
tensor(325.),tensor(122.5000),tensor(2.6531),tensor(39812.5000),0
tensor(316.2500),tensor(171.2500),tensor(1.8467),tensor(54157.8125),2
tensor(638.7500),tensor(71.2500),tensor(8.9649),tensor(45510.9375),1
tensor(638.7500),tensor(110.),tensor(5.8068),tensor(70262.5000),1
tensor(137.5000),tensor(425.),tensor(0.3235),tensor(58437.5000),0
tensor(50.),tensor(142.5000),tensor(0.3509),tensor(7125.),0
tensor(36.2500),tensor(48.7500),tensor(0.7436),tensor(1767.1875),0
tensor(132.5000),tensor(417.5000),tensor(0.3174),tensor(55318.7500),0
tensor(638.7500),tensor(378.7500),tensor(1.6865),tensor(241926.5625),4
tensor(47.5000),tensor(202.5000),tensor(0.2346),tensor(9618.7500),0
tensor(575.),tensor(298.7500),tensor(1.9247),tensor(171781.2500),2
tensor(408.7500),tensor(312.5000),tensor(1.3080),tensor(127734.3750),2
tensor(42.5000),tensor(43.7500),tensor(0.9714),tensor(1859.3750),3
tensor(12.5000),tensor(21.2500),tensor(0.5882),tensor(265.6250),3
tensor(638.7500),tensor(432.5000),tensor(1.4769),tensor(276259.3750),2
tensor(233.7500),tensor(147.5000),tensor(1.5847),tensor(34478.1250),2
tensor(187.5000),tensor(575.),tensor(0.3261),tensor(107812.5000),0
tensor(260.),tensor(511.2500),tensor(0.5086),tensor(132925.),0
tensor(52.5000),tensor(256.2500),tensor(0.2049),tensor(13453.1250),0
tensor(20.),tensor(168.7500),tensor(0.1185),tensor(3375.),0
tensor(122.5000),tensor(68.7500),tensor(1.7818),tensor(8421.8750),0
tensor(128.7500),tensor(633.7500),tensor(0.2032),tensor(81595.3125),0
tensor(141.2500),tensor(86.2500),tensor(1.6377),tensor(12182.8125),0
tensor(53.7500),tensor(638.7500),tensor(0.0841),tensor(34332.8125),0
tensor(253.7500),tensor(25.),tensor(10.1500),tensor(6343.7500),1
tensor(30.),tensor(321.2500),tensor(0.0934),tensor(9637.5000),0
tensor(331.2500),tensor(182.5000),tensor(1.8151),tensor(60453.1250),2
tensor(638.7500),tensor(57.5000),tensor(11.1087),tensor(36728.1250),1
tensor(638.7500),tensor(158.7500),tensor(4.0236),tensor(101401.5625),2
tensor(583.7500),tensor(423.7500),tensor(1.3776),tensor(247364.0625),2
tensor(601.2500),tensor(213.7500),tensor(2.8129),tensor(128517.1875),2
tensor(520.),tensor(58.7500),tensor(8.8511),tensor(30550.),2
tensor(118.7500),tensor(32.5000),tensor(3.6538),tensor(3859.3750),1
tensor(577.5000),tensor(45.),tensor(12.8333),tensor(25987.5000),1
tensor(638.7500),tensor(262.5000),tensor(2.4333),tensor(167671.8750),4
tensor(20.),tensor(17.5000),tensor(1.1429),tensor(350.),3
tensor(82.5000),tensor(375.),tensor(0.2200),tensor(30937.5000),0
tensor(61.2500),tensor(637.5000),tensor(0.0961),tensor(39046.8750),0
tensor(195.),tensor(105.),tensor(1.8571),tensor(20475.),4
tensor(168.7500),tensor(31.2500),tensor(5.4000),tensor(5273.4375),1
tensor(70.),tensor(51.2500),tensor(1.3659),tensor(3587.5000),0
tensor(23.7500),tensor(43.7500),tensor(0.5429),tensor(1039.0625),0
tensor(20.),tensor(25.),tensor(0.8000),tensor(500.),3
tensor(73.7500),tensor(15.),tensor(4.9167),tensor(1106.2500),1
tensor(32.5000),tensor(111.2500),tensor(0.2921),tensor(3615.6250),0
tensor(326.2500),tensor(43.7500),tensor(7.4571),tensor(14273.4375),1
tensor(30.),tensor(101.2500),tensor(0.2963),tensor(3037.5000),0
tensor(145.),tensor(30.),tensor(4.8333),tensor(4350.),1
tensor(20.),tensor(43.7500),tensor(0.4571),tensor(875.),3
tensor(176.2500),tensor(127.5000),tensor(1.3824),tensor(22471.8750),2
tensor(27.5000),tensor(50.),tensor(0.5500),tensor(1375.),3
tensor(201.2500),tensor(88.7500),tensor(2.2676),tensor(17860.9375),0
tensor(17.5000),tensor(43.7500),tensor(0.4000),tensor(765.6250),0
tensor(68.7500),tensor(51.2500),tensor(1.3415),tensor(3523.4375),0
tensor(158.7500),tensor(35.),tensor(4.5357),tensor(5556.2500),1
tensor(183.7500),tensor(112.5000),tensor(1.6333),tensor(20671.8750),4
tensor(23.7500),tensor(22.5000),tensor(1.0556),tensor(534.3750),3
tensor(28.7500),tensor(70.),tensor(0.4107),tensor(2012.5000),0
tensor(317.5000),tensor(55.),tensor(5.7727),tensor(17462.5000),1
tensor(32.5000),tensor(42.5000),tensor(0.7647),tensor(1381.2500),3
tensor(26.2500),tensor(36.2500),tensor(0.7241),tensor(951.5625),3
tensor(166.2500),tensor(153.7500),tensor(1.0813),tensor(25560.9375),2
tensor(10.),tensor(90.),tensor(0.1111),tensor(900.),0
tensor(227.5000),tensor(23.7500),tensor(9.5789),tensor(5403.1250),1
tensor(638.7500),tensor(247.5000),tensor(2.5808),tensor(158090.6250),2
tensor(87.5000),tensor(163.7500),tensor(0.5344),tensor(14328.1250),0
tensor(66.2500),tensor(177.5000),tensor(0.3732),tensor(11759.3750),0
tensor(388.7500),tensor(35.),tensor(11.1071),tensor(13606.2500),1
tensor(56.2500),tensor(577.5000),tensor(0.0974),tensor(32484.3750),0
tensor(85.),tensor(163.7500),tensor(0.5191),tensor(13918.7500),0
tensor(88.7500),tensor(82.5000),tensor(1.0758),tensor(7321.8750),0
tensor(36.2500),tensor(77.5000),tensor(0.4677),tensor(2809.3750),0
tensor(181.2500),tensor(421.2500),tensor(0.4303),tensor(76351.5625),0
tensor(50.),tensor(101.2500),tensor(0.4938),tensor(5062.5000),0
tensor(96.2500),tensor(638.7500),tensor(0.1507),tensor(61479.6875),0
tensor(98.7500),tensor(445.),tensor(0.2219),tensor(43943.7500),0
tensor(91.2500),tensor(180.),tensor(0.5069),tensor(16425.),0
tensor(103.7500),tensor(52.5000),tensor(1.9762),tensor(5446.8750),0
tensor(225.),tensor(391.2500),tensor(0.5751),tensor(88031.2500),2
tensor(81.2500),tensor(216.2500),tensor(0.3757),tensor(17570.3125),0
tensor(116.2500),tensor(203.7500),tensor(0.5706),tensor(23685.9375),2
tensor(143.7500),tensor(310.),tensor(0.4637),tensor(44562.5000),0
tensor(108.7500),tensor(231.2500),tensor(0.4703),tensor(25148.4375),0
tensor(567.5000),tensor(86.2500),tensor(6.5797),tensor(48946.8750),1
tensor(180.),tensor(11.2500),tensor(16.),tensor(2025.),1
tensor(18.7500),tensor(73.7500),tensor(0.2542),tensor(1382.8125),0
tensor(15.),tensor(75.),tensor(0.2000),tensor(1125.),0
tensor(432.5000),tensor(107.5000),tensor(4.0233),tensor(46493.7500),1
tensor(18.7500),tensor(127.5000),tensor(0.1471),tensor(2390.6250),0
tensor(83.7500),tensor(505.),tensor(0.1658),tensor(42293.7500),0
tensor(63.7500),tensor(370.),tensor(0.1723),tensor(23587.5000),0
tensor(332.5000),tensor(107.5000),tensor(3.0930),tensor(35743.7500),2
tensor(630.),tensor(127.5000),tensor(4.9412),tensor(80325.),1
tensor(58.7500),tensor(290.),tensor(0.2026),tensor(17037.5000),0
tensor(126.2500),tensor(568.7500),tensor(0.2220),tensor(71804.6875),0
tensor(112.5000),tensor(638.7500),tensor(0.1761),tensor(71859.3750),0
tensor(212.5000),tensor(43.7500),tensor(4.8571),tensor(9296.8750),1
tensor(183.7500),tensor(453.7500),tensor(0.4050),tensor(83376.5625),0
tensor(638.7500),tensor(415.),tensor(1.5392),tensor(265081.2500),4
tensor(38.7500),tensor(182.5000),tensor(0.2123),tensor(7071.8750),0
tensor(42.5000),tensor(277.5000),tensor(0.1532),tensor(11793.7500),0
tensor(31.2500),tensor(20.),tensor(1.5625),tensor(625.),3
tensor(637.5000),tensor(408.7500),tensor(1.5596),tensor(260578.1250),4
tensor(638.7500),tensor(418.7500),tensor(1.5254),tensor(267476.5625),2
tensor(300.),tensor(101.2500),tensor(2.9630),tensor(30375.),0
tensor(638.7500),tensor(467.5000),tensor(1.3663),tensor(298615.6250),4
tensor(65.),tensor(377.5000),tensor(0.1722),tensor(24537.5000),0
tensor(100.),tensor(142.5000),tensor(0.7018),tensor(14250.),0
tensor(106.2500),tensor(150.),tensor(0.7083),tensor(15937.5000),0
tensor(12.5000),tensor(76.2500),tensor(0.1639),tensor(953.1250),0
tensor(421.2500),tensor(43.7500),tensor(9.6286),tensor(18429.6875),1
tensor(26.2500),tensor(78.7500),tensor(0.3333),tensor(2067.1875),0
tensor(213.7500),tensor(595.),tensor(0.3592),tensor(127181.2500),0
tensor(63.7500),tensor(30.),tensor(2.1250),tensor(1912.5000),1
tensor(638.7500),tensor(497.5000),tensor(1.2839),tensor(317778.1250),2
tensor(211.2500),tensor(113.7500),tensor(1.8571),tensor(24029.6875),0
tensor(125.),tensor(460.),tensor(0.2717),tensor(57500.),0
tensor(112.5000),tensor(207.5000),tensor(0.5422),tensor(23343.7500),0
tensor(136.2500),tensor(228.7500),tensor(0.5956),tensor(31167.1875),0
tensor(55.),tensor(228.7500),tensor(0.2404),tensor(12581.2500),0
tensor(56.2500),tensor(77.5000),tensor(0.7258),tensor(4359.3750),0
tensor(137.5000),tensor(163.7500),tensor(0.8397),tensor(22515.6250),3
tensor(53.7500),tensor(350.),tensor(0.1536),tensor(18812.5000),0
tensor(27.5000),tensor(37.5000),tensor(0.7333),tensor(1031.2500),2
tensor(163.7500),tensor(402.5000),tensor(0.4068),tensor(65909.3750),0
tensor(62.5000),tensor(112.5000),tensor(0.5556),tensor(7031.2500),0
tensor(87.5000),tensor(63.7500),tensor(1.3725),tensor(5578.1250),0
tensor(160.),tensor(25.),tensor(6.4000),tensor(4000.),1
tensor(30.),tensor(227.5000),tensor(0.1319),tensor(6825.),0
tensor(42.5000),tensor(76.2500),tensor(0.5574),tensor(3240.6250),0
tensor(36.2500),tensor(47.5000),tensor(0.7632),tensor(1721.8750),0
tensor(76.2500),tensor(21.2500),tensor(3.5882),tensor(1620.3125),0
tensor(211.2500),tensor(118.7500),tensor(1.7789),tensor(25085.9375),4
tensor(228.7500),tensor(193.7500),tensor(1.1806),tensor(44320.3125),0
tensor(197.5000),tensor(35.),tensor(5.6429),tensor(6912.5000),1
tensor(115.),tensor(52.5000),tensor(2.1905),tensor(6037.5000),0
tensor(31.2500),tensor(153.7500),tensor(0.2033),tensor(4804.6875),0
tensor(53.7500),tensor(52.5000),tensor(1.0238),tensor(2821.8750),0
tensor(83.7500),tensor(50.),tensor(1.6750),tensor(4187.5000),0
tensor(32.5000),tensor(610.),tensor(0.0533),tensor(19825.),0
tensor(638.7500),tensor(495.),tensor(1.2904),tensor(316181.2500),2
tensor(127.5000),tensor(370.),tensor(0.3446),tensor(47175.),0
tensor(116.2500),tensor(433.7500),tensor(0.2680),tensor(50423.4375),0
tensor(62.5000),tensor(203.7500),tensor(0.3067),tensor(12734.3750),0
tensor(102.5000),tensor(527.5000),tensor(0.1943),tensor(54068.7500),0
tensor(92.5000),tensor(637.5000),tensor(0.1451),tensor(58968.7500),0
tensor(532.5000),tensor(40.),tensor(13.3125),tensor(21300.),1
tensor(73.7500),tensor(36.2500),tensor(2.0345),tensor(2673.4375),1
tensor(50.),tensor(177.5000),tensor(0.2817),tensor(8875.),0
tensor(50.),tensor(63.7500),tensor(0.7843),tensor(3187.5000),0
tensor(73.7500),tensor(243.7500),tensor(0.3026),tensor(17976.5625),0
tensor(627.5000),tensor(378.7500),tensor(1.6568),tensor(237665.6250),4
tensor(25.),tensor(27.5000),tensor(0.9091),tensor(687.5000),3
tensor(37.5000),tensor(83.7500),tensor(0.4478),tensor(3140.6250),0
tensor(431.2500),tensor(246.2500),tensor(1.7513),tensor(106195.3125),2
tensor(108.7500),tensor(141.2500),tensor(0.7699),tensor(15360.9375),2
tensor(467.5000),tensor(536.2500),tensor(0.8718),tensor(250696.8750),4
tensor(418.7500),tensor(68.7500),tensor(6.0909),tensor(28789.0625),0
tensor(38.7500),tensor(191.2500),tensor(0.2026),tensor(7410.9375),0
tensor(76.2500),tensor(71.2500),tensor(1.0702),tensor(5432.8125),0
tensor(68.7500),tensor(351.2500),tensor(0.1957),tensor(24148.4375),0
tensor(393.7500),tensor(176.2500),tensor(2.2340),tensor(69398.4375),0
tensor(637.5000),tensor(101.2500),tensor(6.2963),tensor(64546.8750),1
tensor(518.7500),tensor(177.5000),tensor(2.9225),tensor(92078.1250),2
tensor(371.2500),tensor(295.),tensor(1.2585),tensor(109518.7500),2
tensor(28.7500),tensor(240.),tensor(0.1198),tensor(6900.),0
tensor(25.),tensor(68.7500),tensor(0.3636),tensor(1718.7500),0
tensor(93.7500),tensor(477.5000),tensor(0.1963),tensor(44765.6250),3
tensor(13.7500),tensor(53.7500),tensor(0.2558),tensor(739.0625),0
tensor(70.),tensor(58.7500),tensor(1.1915),tensor(4112.5000),0
tensor(156.2500),tensor(28.7500),tensor(5.4348),tensor(4492.1875),1
tensor(157.5000),tensor(115.),tensor(1.3696),tensor(18112.5000),4
tensor(277.5000),tensor(46.2500),tensor(6.),tensor(12834.3750),1
tensor(25.),tensor(43.7500),tensor(0.5714),tensor(1093.7500),3
tensor(126.2500),tensor(155.),tensor(0.8145),tensor(19568.7500),2
tensor(20.),tensor(98.7500),tensor(0.2025),tensor(1975.),0
tensor(231.2500),tensor(23.7500),tensor(9.7368),tensor(5492.1875),1
tensor(638.7500),tensor(431.2500),tensor(1.4812),tensor(275460.9375),2
tensor(172.5000),tensor(97.5000),tensor(1.7692),tensor(16818.7500),4
tensor(17.5000),tensor(26.2500),tensor(0.6667),tensor(459.3750),3
tensor(76.2500),tensor(20.),tensor(3.8125),tensor(1525.),1
tensor(18.7500),tensor(96.2500),tensor(0.1948),tensor(1804.6875),0
tensor(212.5000),tensor(113.7500),tensor(1.8681),tensor(24171.8750),2
tensor(22.5000),tensor(46.2500),tensor(0.4865),tensor(1040.6250),3
tensor(27.5000),tensor(45.),tensor(0.6111),tensor(1237.5000),3
tensor(67.5000),tensor(11.2500),tensor(6.),tensor(759.3750),1
tensor(555.),tensor(66.2500),tensor(8.3774),tensor(36768.7500),1
tensor(72.5000),tensor(603.7500),tensor(0.1201),tensor(43771.8750),0
tensor(32.5000),tensor(492.5000),tensor(0.0660),tensor(16006.2500),0
tensor(17.5000),tensor(168.7500),tensor(0.1037),tensor(2953.1250),0
tensor(521.2500),tensor(153.7500),tensor(3.3902),tensor(80142.1875),2
tensor(351.2500),tensor(272.5000),tensor(1.2890),tensor(95715.6250),2
tensor(210.),tensor(175.),tensor(1.2000),tensor(36750.),0
tensor(222.5000),tensor(32.5000),tensor(6.8462),tensor(7231.2500),1
tensor(132.5000),tensor(83.7500),tensor(1.5821),tensor(11096.8750),0
